HAND_POS,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
0.0,0.11945372074842453,0.6413570046424866,-1.5428641120251996e-07,0.1294042468070984,0.5461626052856445,-0.027921458706259727,0.1275361180305481,0.4682791829109192,-0.05152411758899689,0.13420942425727844,0.43289828300476074,-0.07205826044082642,0.14609694480895996,0.4534218907356262,-0.08963185548782349,0.04227916896343231,0.4958305358886719,-0.07094515860080719,0.13002635538578033,0.4828827679157257,-0.0996149405837059,0.13788297772407532,0.5110435485839844,-0.10795678198337555,0.11526590585708618,0.5262682437896729,-0.11509575694799423,0.03518076241016388,0.5622918605804443,-0.07528122514486313,0.13905808329582214,0.5411339998245239,-0.10419614613056183,0.1378544569015503,0.5600046515464783,-0.10260918736457825,0.1108785942196846,0.5653589367866516,-0.10418616235256195,0.047968797385692596,0.6217717528343201,-0.08064991980791092,0.14417877793312073,0.6011769771575928,-0.10273929685354233,0.14198192954063416,0.605217456817627,-0.09337447583675385,0.1175348311662674,0.6027812957763672,-0.08881210535764694,0.06709104776382446,0.6729795336723328,-0.08994995802640915,0.1399238556623459,0.6519798636436462,-0.10847057402133942,0.1396133005619049,0.6445673108100891,-0.10977120697498322,0.11874149739742279,0.6411213874816895,-0.1112346202135086
1.0,0.8216589093208313,0.6267064809799194,-3.1205703976411314e-07,0.8022451400756836,0.5457955598831177,-0.03511742874979973,0.7968917489051819,0.4633011221885681,-0.05533438175916672,0.7874500155448914,0.4338565766811371,-0.06977693736553192,0.782933235168457,0.47532081604003906,-0.0804128348827362,0.8886001706123352,0.48459091782569885,-0.04674961417913437,0.8099867701530457,0.5040745139122009,-0.06950416415929794,0.7884855270385742,0.5290864706039429,-0.08073461055755615,0.8028823733329773,0.5351051688194275,-0.08826181292533875,0.9025894999504089,0.5484470129013062,-0.04373828321695328,0.8069603443145752,0.5728780031204224,-0.06052401661872864,0.7952064275741577,0.5756611824035645,-0.05722024664282799,0.813031017780304,0.5671098828315735,-0.054727163165807724,0.895738959312439,0.6111265420913696,-0.04443373903632164,0.8054522275924683,0.6300874948501587,-0.057126857340335846,0.796226441860199,0.6217443346977234,-0.04105757176876068,0.8122839331626892,0.61570805311203,-0.028324568644165993,0.8798673748970032,0.6640263795852661,-0.05014729127287865,0.8186471462249756,0.6737159490585327,-0.05942796915769577,0.809753954410553,0.6618223190307617,-0.051064491271972656,0.8192462921142578,0.6593461036682129,-0.04198852553963661
0.0,0.11535005271434784,0.6480693221092224,-1.1568128144290313e-07,0.12193101644515991,0.5555073618888855,-0.02519604004919529,0.12043707072734833,0.4797533452510834,-0.04614657163619995,0.1215267926454544,0.44092312455177307,-0.06490969657897949,0.12811538577079773,0.4670093059539795,-0.0813811793923378,0.026236936450004578,0.5094070434570312,-0.051985882222652435,0.10678229480981827,0.4945816993713379,-0.08121980726718903,0.12892618775367737,0.5146898627281189,-0.09708598256111145,0.11461299657821655,0.5273345112800598,-0.10942083597183228,0.02267305552959442,0.5733616948127747,-0.05690068379044533,0.11957786977291107,0.5480065941810608,-0.08230893313884735,0.13307034969329834,0.5623173117637634,-0.086495041847229,0.11164166033267975,0.5723978281021118,-0.09251701086759567,0.03663075715303421,0.6323844194412231,-0.06354741007089615,0.12859827280044556,0.6041584610939026,-0.08489510416984558,0.13504503667354584,0.6095372438430786,-0.0790407583117485,0.11033628135919571,0.6154769062995911,-0.07669201493263245,0.05818766728043556,0.6820601224899292,-0.07369846105575562,0.12833382189273834,0.6549628973007202,-0.09034199267625809,0.13429388403892517,0.6503417491912842,-0.09008920937776566,0.11533987522125244,0.654438853263855,-0.09018052369356155
1.0,0.8173038959503174,0.6033453345298767,-2.3241489088832168e-07,0.8061091303825378,0.5298829078674316,-0.04504058510065079,0.8099361658096313,0.4504978358745575,-0.06725272536277771,0.7951440811157227,0.42792001366615295,-0.08206888288259506,0.7808084487915039,0.4721328616142273,-0.09252288937568665,0.8992340564727783,0.4787049889564514,-0.05795248970389366,0.8272601366043091,0.49232280254364014,-0.08553174883127213,0.8042428493499756,0.5043224096298218,-0.09679657220840454,0.8193700909614563,0.5050545334815979,-0.10389400273561478,0.9130468964576721,0.5517591238021851,-0.0500410832464695,0.8160849213600159,0.566585123538971,-0.07354843616485596,0.8020700812339783,0.5550975799560547,-0.07128852605819702,0.8236178159713745,0.5439332127571106,-0.06739639490842819,0.9028179049491882,0.6185068488121033,-0.04714537411928177,0.8074232339859009,0.6210529804229736,-0.06928849965333939,0.7999212741851807,0.5999324321746826,-0.05707844719290733,0.8230887055397034,0.5905238389968872,-0.04424414038658142,0.8826258778572083,0.6652608513832092,-0.04983333498239517,0.8094660043716431,0.6633809804916382,-0.06864704936742783,0.8053287267684937,0.6477464437484741,-0.06706705689430237,0.8242760896682739,0.6426703333854675,-0.061144910752773285
0.0,0.11641156673431396,0.6531252264976501,-2.153751665900927e-07,0.12068517506122589,0.5607498288154602,-0.024096477776765823,0.11726333200931549,0.4787757396697998,-0.04390355944633484,0.11692832410335541,0.436534583568573,-0.06183343753218651,0.1271764039993286,0.46396946907043457,-0.07760579138994217,0.026204988360404968,0.5070136785507202,-0.050132136791944504,0.10786420106887817,0.4864773452281952,-0.07738516479730606,0.12746115028858185,0.5133830308914185,-0.09170275181531906,0.11203473806381226,0.5284218192100525,-0.10368307679891586,0.022350262850522995,0.5741493701934814,-0.05559184029698372,0.11925438046455383,0.5459439158439636,-0.07873684167861938,0.13039083778858185,0.5647132992744446,-0.0819634199142456,0.10861068218946457,0.5728012919425964,-0.08795103430747986,0.037145841866731644,0.6351052522659302,-0.06261646002531052,0.12724712491035461,0.6015199422836304,-0.08068963140249252,0.13211482763290405,0.6111280918121338,-0.07373484969139099,0.10839306563138962,0.6189014315605164,-0.07170932739973068,0.05991857498884201,0.6855273842811584,-0.07333169132471085,0.12685969471931458,0.6546956300735474,-0.08757845312356949,0.1305585354566574,0.6531633138656616,-0.0868830606341362,0.11092029511928558,0.6591008901596069,-0.08734668791294098
1.0,0.8130996823310852,0.5917781591415405,-3.390472613773454e-07,0.7968891859054565,0.5366508364677429,-0.05090628191828728,0.8005853891372681,0.4568426311016083,-0.07532062381505966,0.7908369302749634,0.4291114807128906,-0.08974563330411911,0.7867755889892578,0.48066258430480957,-0.09770776331424713,0.8953363299369812,0.4760385751724243,-0.06949742883443832,0.8313063383102417,0.490218847990036,-0.09537112712860107,0.8066632747650146,0.5015100836753845,-0.10210105776786804,0.82230144739151,0.5018671751022339,-0.1076141968369484,0.9130480885505676,0.5488641262054443,-0.056394610553979874,0.8181633353233337,0.5637151002883911,-0.07865185290575027,0.804154634475708,0.5580956935882568,-0.0725235641002655,0.8312519788742065,0.5462982058525085,-0.06665798276662827,0.9054067134857178,0.6163735389709473,-0.04785126820206642,0.8141812086105347,0.6218576431274414,-0.07006554305553436,0.8023605346679688,0.6020532250404358,-0.052413735538721085,0.8267549276351929,0.5898862481117249,-0.03688235208392143,0.887412428855896,0.66599440574646,-0.04520358517765999,0.8171113729476929,0.6617031693458557,-0.0700824037194252,0.8072907328605652,0.6506955623626709,-0.07025633752346039,0.8242950439453125,0.6463584899902344,-0.06487741321325302
0.0,0.1170869991183281,0.6558545827865601,-1.9467786671611975e-07,0.11978163570165634,0.5621266961097717,-0.024155018851161003,0.11488346755504608,0.4803508222103119,-0.04398899897933006,0.11400136351585388,0.43894678354263306,-0.0617978610098362,0.12391199171543121,0.4687274694442749,-0.07728031277656555,0.022435568273067474,0.5077499747276306,-0.04945309832692146,0.10315532237291336,0.4900329113006592,-0.07614228874444962,0.12491778284311295,0.5156236886978149,-0.08983457088470459,0.11014354228973389,0.529429018497467,-0.10134288668632507,0.019056890159845352,0.5748080611228943,-0.05492931976914406,0.11519506573677063,0.5487169623374939,-0.077736034989357,0.12858374416828156,0.5666899681091309,-0.08066809922456741,0.10625971108675003,0.574370265007019,-0.08624404668807983,0.03405354544520378,0.6363452076911926,-0.06196402758359909,0.12365538626909256,0.6047789454460144,-0.0800386294722557,0.13005095720291138,0.6127969622612,-0.07308927923440933,0.10546121001243591,0.6194271445274353,-0.07089681923389435,0.0566490963101387,0.6871469020843506,-0.07259006798267365,0.12334229797124863,0.6569403409957886,-0.0864163264632225,0.12861159443855286,0.6544516086578369,-0.08494870364665985,0.10944002866744995,0.6597850918769836,-0.08473258465528488
1.0,0.8160316944122314,0.5816877484321594,-3.593179656036227e-07,0.7968478202819824,0.5405601263046265,-0.05002620071172714,0.8024008274078369,0.45430946350097656,-0.0722358301281929,0.7958775758743286,0.42897850275039673,-0.08370989561080933,0.7906582355499268,0.483483225107193,-0.08796117454767227,0.8963677883148193,0.47754430770874023,-0.07649311423301697,0.8389812707901001,0.4865375757217407,-0.10340672731399536,0.8167834281921387,0.49428728222846985,-0.1090744137763977,0.8316064476966858,0.49356478452682495,-0.11383571475744247,0.9179328680038452,0.5475032329559326,-0.06085921823978424,0.8204277157783508,0.5639402866363525,-0.08296225219964981,0.8119367957115173,0.5562034249305725,-0.0716034322977066,0.8402687311172485,0.542678952217102,-0.061413854360580444,0.9092575907707214,0.6128711700439453,-0.04957336187362671,0.8154038190841675,0.624950110912323,-0.0736328586935997,0.8075762391090393,0.6026415228843689,-0.05069287493824959,0.830990195274353,0.5890964865684509,-0.030169855803251266,0.8911328315734863,0.6623152494430542,-0.044005610048770905,0.8194195032119751,0.6635003089904785,-0.07646657526493073,0.812634289264679,0.6527268886566162,-0.07874051481485367,0.8297036290168762,0.6481735706329346,-0.07242989540100098
0.0,0.11248460412025452,0.6498852968215942,-1.8771035570352979e-07,0.11614082753658295,0.5603219270706177,-0.02396358735859394,0.11298978328704834,0.4805580973625183,-0.04385720565915108,0.11324317753314972,0.4393507242202759,-0.06175953894853592,0.12355898320674896,0.4664957821369171,-0.0776064395904541,0.021635670214891434,0.5096548795700073,-0.05093744024634361,0.10425974428653717,0.4915742576122284,-0.0776367112994194,0.12218842655420303,0.514898419380188,-0.091461181640625,0.10591050982475281,0.5276653170585632,-0.10322174429893494,0.01815657690167427,0.5773831009864807,-0.05632299929857254,0.11576399207115173,0.5507062673568726,-0.07886511087417603,0.12466331571340561,0.566733181476593,-0.08128862828016281,0.10174103826284409,0.5736715197563171,-0.08696422725915909,0.033381976187229156,0.6384610533714294,-0.06325165927410126,0.12416906654834747,0.6065890789031982,-0.08084164559841156,0.126908540725708,0.6135619878768921,-0.0734197273850441,0.10207075625658035,0.6192320585250854,-0.07127242535352707,0.0564146488904953,0.688709557056427,-0.0739208459854126,0.12424103915691376,0.6595652103424072,-0.08800286054611206,0.12626245617866516,0.6569066643714905,-0.08723878860473633,0.10552243143320084,0.6619802713394165,-0.08783145248889923
1.0,0.8190206289291382,0.5802128314971924,-3.668060628569947e-07,0.8012264370918274,0.5328108668327332,-0.05244769901037216,0.8046486377716064,0.45291104912757874,-0.07763642072677612,0.7946785688400269,0.42953264713287354,-0.0916375145316124,0.7920979857444763,0.48448148369789124,-0.0978507399559021,0.8986245393753052,0.47988012433052063,-0.08055377006530762,0.8395423293113708,0.48919370770454407,-0.1089782789349556,0.8146825432777405,0.49333369731903076,-0.11492575705051422,0.8312479257583618,0.4914703667163849,-0.11993653327226639,0.918719470500946,0.5480108857154846,-0.06496307253837585,0.8193591237068176,0.5627824068069458,-0.09056171774864197,0.8094416260719299,0.5520983934402466,-0.08215169608592987,0.8408764600753784,0.5374338626861572,-0.07408840209245682,0.9102504253387451,0.6123271584510803,-0.0535493940114975,0.8149236440658569,0.6239125728607178,-0.08041393756866455,0.8071123957633972,0.5993993282318115,-0.06022823229432106,0.8335087895393372,0.5839458107948303,-0.04183364287018776,0.8925342559814453,0.6620692610740662,-0.04789251834154129,0.8187697529792786,0.6620235443115234,-0.08107639104127884,0.8102232813835144,0.649125874042511,-0.0838894248008728,0.8278185725212097,0.6426558494567871,-0.0783056691288948
